Gene	Chr	Start	End
NOTCH1	9	136494444	136545862
EGFL7	9	136658856	136672678
AGPAT2	9	136673143	136687423
FAM69B	9	136712570	136724050
LCN10	9	136738167	136743356
RP11-216L13.16	9	136738167	136748453
LCN6	9	136744011	136748528
LCN8	9	136754386	136758543
LCN15	9	136759634	136766255
TMEM141	9	136791355	136793257
RP11-216L13.17	9	136791379	136800595
CCDC183	9	136796350	136807741
RABL6	9	136807943	136957733
C9orf172	9	136844415	136848801
PHPT1	9	136848724	136851027
MAMDC4	9	136850943	136860799
EDF1	9	136862119	136866286
TRAF2	9	136881912	136926607
FBXW5	9	136940435	136944696
C8G	9	136945246	136946974
LCN12	9	136949551	136955497
PTGDS	9	136977505	136985435
LCNL1	9	136981904	136986410
C9orf142	9	136992418	136993984
CLIC3	9	136994635	136996803
ABCA2	9	137007227	137028922
FUT7	9	137030174	137033010
RP11-229P13.27	9	137031241	137040436
NPDC1	9	137039470	137046203
ENTPD2	9	137048098	137054045
SAPCD2	9	137062124	137070588
UAP1L1	9	137077501	137084539
MAN1B1	9	137086927	137109187
DPP7	9	137110542	137115177
GRIN1	9	137138390	137168762
LRRC26	9	137168758	137170051
RP11-350O14.18	9	137168854	137171984
TMEM210	9	137170858	137172409
ANAPC2	9	137174784	137188549
SSNA1	9	137188647	137190370
TPRN	9	137191617	137204193
TMEM203	9	137204082	137205638
NDOR1	9	137205670	137217009
RNF208	9	137220247	137221581
CYSRT1	9	137224635	137226311
RNF224	9	137227271	137229638
SLC34A3	9	137230757	137236554
TUBB4B	9	137241213	137243707
FAM166A	9	137243584	137247770
C9orf173	9	137251261	137253483
NELFB	9	137255173	137273547
TOR4A	9	137277749	137282641
NRARP	9	137300482	137302251
EXD3	9	137306896	137423262
NOXA1	9	137423350	137434406
ENTPD8	9	137434364	137441816
NSMF	9	137447570	137459334
PNPLA7	9	137459953	137550534
MRPL41	9	137551199	137552555
DPH7	9	137554904	137578935
ZMYND19	9	137582079	137590490
ARRDC1	9	137605654	137615360
EHMT1	9	137618963	137870016
CACNA1B	9	137877789	138124624
BET1L	11	167784	207428
SCGB1C1	11	193080	194573
ODF3	11	196738	200261
RIC8A	11	207511	215113
SIRT3	11	215458	236931
PSMD13	11	236546	252984
NLRP6	11	278365	285359
ATHL1	11	289135	296107
IFITM5	11	298200	299526
IFITM2	11	307631	315272
IFITM1	11	313506	315272
IFITM3	11	319669	327537
B4GALNT4	11	369796	382116
PKP3	11	392614	404908
SIGIRR	11	405716	417455
ANO9	11	417933	442011
PTDSS2	11	448268	491399
RNH1	11	494512	507300
HRAS	11	532242	537287
LRRC56	11	537527	554916
LMNTD2	11	554855	560779
RASSF7	11	560404	564021
PHRF1	11	576486	612222
IRF7	11	612553	615999
CDHR5	11	616565	626078
SCT	11	626431	627143
DRD4	11	637293	640706
DEAF1	11	644233	706715
EPS8L2	11	694438	727727
TMEM80	11	695428	705028
TALDO1	11	747329	765024
PDDC1	11	767220	777488
CEND1	11	787104	790123
SLC25A22	11	790475	798333
PANO1	11	797511	799190
PIDD1	11	799179	809753
RPLP2	11	809647	812880
PNPLA2	11	818902	825573
CRACR2B	11	826144	831991
CD151	11	832843	839831
POLR2L	11	837356	842545
TSPAN4	11	842808	867116
CHID1	11	867860	915058
AP2A2	11	924894	1012245
MUC6	11	1012821	1036706
MUC5AC	11	1157953	1201138
MUC5B	11	1223066	1262172
TOLLIP	11	1274371	1309654
BRSK2	11	1389899	1462689
MOB2	11	1469457	1501247
DUSP8	11	1554044	1571920
AP006285.2	11	1580492	1585989
KRTAP5-1	11	1584342	1585283
KRTAP5-2	11	1597177	1598294
KRTAP5-3	11	1607565	1608463
KRTAP5-4	11	1620958	1622138
KRTAP5-5	11	1629775	1630707
KRTAP5-6	11	1697195	1697755
IFITM10	11	1732410	1750591
RP11-295K3.1	11	1747806	1759051
CTSD	11	1752752	1763992
SYT8	11	1828307	1837521
TNNI2	11	1838989	1841680
LSP1	11	1852970	1892267
PRR33	11	1889145	1890854
TNNT3	11	1919562	1938706
MRPL23	11	1947278	1984522
IGF2	11	2129112	2141238
INS-IGF2	11	2132538	2161209
INS	11	2159779	2161341
TH	11	2163929	2171877
ASCL2	11	2268495	2270952
C11orf21	11	2295645	2303049
TSPAN32	11	2301997	2318200
CD81	11	2376177	2397419
TSSC4	11	2400488	2403878
TRPM5	11	2404515	2423045
KCNQ1	11	2444684	2849109
CDKN1C	11	2883213	2885881
SLC22A18AS	11	2887780	2903740
SLC22A18	11	2899721	2925246
PHLDA2	11	2928273	2929455
NAP1L4	11	2944431	2992377
CARS	11	3000922	3057613
OSBPL5	11	3087116	3166739
MRGPRG	11	3217944	3218813
MRGPRE	11	3227698	3232386
ZNF195	11	3339261	3379222
ART5	11	3638503	3642316
ART1	11	3645128	3664416
CHRNA10	11	3665587	3671384
NUP98	11	3671083	3797792
PGAP2	11	3797724	3826371
RHOG	11	3826978	3840983
STIM1	11	3854527	4093210
RRM1	11	4094707	4138876
AC009758.1	11	4367351	4368295
TRIM21	11	4384897	4393696
OR52K2	11	4449295	4450361
OR52K1	11	4488879	4489908
OR52M1	11	4545191	4546144
C11orf40	11	4571423	4577820
OR52I2	11	4586791	4587905
OR52I1	11	4593750	4595013
TRIM68	11	4598672	4608259
OR51D1	11	4639715	4640838
OR51E1	11	4643420	4655488
OR51E2	11	4680171	4697854
MMP26	11	4704927	4992429
OR51F1	11	4768979	4769917
OR52R1	11	4803433	4804380
OR51F2	11	4821386	4822414
OR51S1	11	4848237	4849208
OR51H1	11	4859656	4860564
OR51T1	11	4881819	4882883
OR51A7	11	4907370	4908308
OR51G2	11	4914719	4915663
OR51G1	11	4923374	4924339
OR51A4	11	4946159	4947100
OR51A2	11	4954772	4955713
OR51L1	11	4998983	4999930
OR52J3	11	5046526	5047461
OR52E2	11	5058650	5059627
OR52A5	11	5131692	5132642
OR52A1	11	5151009	5186382
OR51V1	11	5199735	5200700
HBB	11	5225464	5229395
HBD	11	5232678	5235370
HBG1	11	5248083	5249892
HBG2	11	5248274	5645789
AC104389.2	11	5248449	5249858
AC104389.1	11	5253367	5254782
HBE1	11	5268345	5505617
OR51B4	11	5301014	5301996
OR51B2	11	5323359	5324297
OR51B5	11	5342586	5343524
OR51B6	11	5351508	5352446
OR51M1	11	5389399	5390379
OR51J1	11	5402597	5403547
OR51Q1	11	5422111	5423206
OR51I1	11	5440570	5441514
OR51I2	11	5453489	5454427
OR52D1	11	5488685	5489749
UBQLN3	11	5507300	5509985
UBQLNL	11	5514393	5516705
OR52H1	11	5544561	5545523
OR52B6	11	5580877	5581884
TRIM6	11	5596109	5612958
TRIM6-TRIM34	11	5596725	5644398
TRIM34	11	5619764	5644398
TRIM5	11	5663557	5938619
TRIM22	11	5689689	5737089
OR56B1	11	5736517	5737491
OR52N4	11	5754693	5755729
OR52N5	11	5777634	5778667
OR52N1	11	5787854	5788816
OR52N2	11	5820314	5821348
OR52E6	11	5840928	5841952
OR52E8	11	5856674	5857734
OR52E4	11	5884271	5885300
OR52E5	11	5900777	5902090
OR56A3	11	5947340	5948361
OR56A5	11	5967177	5968494
OR52L1	11	5985892	5986985
OR56A4	11	6001986	6003194
OR56A1	11	6026671	6027741
OR56B4	11	6107684	6108835
OR52B2	11	6169330	6170408
OR52W1	11	6199146	6200259
C11orf42	11	6205566	6211132
FAM160A2	11	6211335	6234711
CNGA4	11	6234765	6244429
CCKBR	11	6259736	6272127
PRKCDBP	11	6318946	6320647
SMPD1	11	6390431	6394998
APBB1	11	6395124	6419414
HPX	11	6431049	6442617
TRIM3	11	6448613	6474459
ARFIP2	11	6474683	6481479
TIMM10B	11	6481447	6484679
DNHD1	11	6497260	6593758
RRP8	11	6595075	6603620
ILK	11	6603708	6610874
TAF10	11	6606296	6612667
TPP1	11	6612763	6619461
DCHS1	11	6621323	6655854
MRPL17	11	6680782	6683401
OR2AG2	11	6767987	6769055
OR2AG1	11	6785038	6785988
OR6A2	11	6794627	6795783
OR10A5	11	6845652	6846705
OR10A2	11	6869693	6870745
OR10A4	11	6876625	6877619
OR2D2	11	6891490	6892599
OR2D3	11	6920974	6922043
ZNF215	11	6926404	6984632
ZNF214	11	6999318	7020368
NLRP14	11	7020446	7071308
RBMXL2	11	7089027	7090900
SYT9	11	7238778	7469042
OLFML1	11	7485388	7511377
PPFIBP2	11	7513298	7657127
CYB5R2	11	7665100	7677222
OVCH2	11	7689438	7706421
OR5P2	11	7795905	7796973
OR5P3	11	7825037	7825972
OR10A6	11	7927718	7928662
OR10A3	11	7938534	7939594
NLRP10	11	7959424	7965426
EIF3F	11	7970251	8001862
TUB	11	8019244	8106112
RIC3	11	8106093	8169055
LMO1	11	8224304	8268716
STK33	11	8391868	8594289
TRIM66	11	8612037	8671866
RPL27A	11	8682411	8714759
ST5	11	8693351	8910951
AKIP1	11	8911139	8920084
C11orf16	11	8920076	8933006
ASCL3	11	8937579	8938211
TMEM9B	11	8947294	8965011
NRIP3	11	8980576	9004049
SCUBE2	11	9020391	9138114
DENND5A	11	9138825	9265390
TMEM41B	11	9280654	9314780
IPO7	11	9384622	9448126
ZNF143	11	9460319	9528524
WEE1	11	9573681	9593457
SWAP70	11	9664077	9752991
SBF2	11	9778667	10294207
ADM	11	10304680	10307397
AMPD3	11	10308313	10507579
MTRNR2L8	11	10507887	10509189
RNF141	11	10511678	10541230
LYVE1	11	10556966	10611689
MRVI1	11	10573091	10693988
CTR9	11	10750987	10779743
EIF4G2	11	10797050	10809110
ZBED5	11	10812074	10858796
GALNT18	11	11270876	11622005
CSNK2A3	11	11351942	11353357
USP47	11	11841423	11959323
DKK3	11	11963106	12009769
MICAL2	11	12094008	12263789
MICALCL	11	12276080	12359144
PARVA	11	12377185	12530801
TEAD1	11	12674591	12944483
RASSF10	11	13009577	13012106
ARNTL	11	13276652	13387266
BTBD10	11	13388001	13463297
PTH	11	13492055	13496181
FAR1	11	13668670	13732346
SPON1	11	13962689	14267884
RRAS2	11	14277926	14364506
COPB1	11	14443440	14500027
RP11-140L24.4	11	14493783	14520344
PSMA1	11	14504874	14643635
PDE3B	11	14643723	14872044
CYP2R1	11	14877440	14892252
CALCB	11	14904997	15082342
CALCA	11	14966668	14972354
INSC	11	15112424	15247208
SOX6	11	15966449	16739591
C11orf58	11	16613132	16756881
PLEKHA7	11	16778295	17014443
RPS13	11	17074389	17077787
PIK3C2A	11	17077730	17207983
NUCB2	11	17208153	17349974
NCR3LG1	11	17351726	17377341
KCNJ11	11	17385859	17389331
ABCC8	11	17392885	17476845
USH1C	11	17493895	17544416
OTOG	11	17547373	17647150
MYOD1	11	17719568	17722131
KCNC1	11	17734812	17783055
SERGEF	11	17788048	18013162
TPH1	11	18017564	18042426
SAAL1	11	18069935	18106091
MRGPRX3	11	18120955	18138480
MRGPRX4	11	18172837	18197348
SAA4	11	18231349	18236893
SAA2-SAA4	11	18231423	18248635
SAA2	11	18239223	18248643
SAA1	11	18266174	18269977
HPS5	11	18278668	18322198
GTF2H1	11	18322295	18367044
LDHA	11	18394388	18408425
LDHC	11	18412307	18452058
LDHAL6A	11	18455824	18479600
TSG101	11	18468336	18527232
UEVLD	11	18529609	18588747
SPTY2D1-AS1	11	18599787	18610255
SPTY2D1	11	18606401	18634791
TMEM86A	11	18693122	18704785
IGSF22	11	18704305	18726230
PTPN5	11	18727928	18792721
MRGPRX1	11	18933813	18939507
MRGPRX2	11	19054455	19060681
ZDHHC13	11	19117099	19176422
CSRP3	11	19182030	19210573
E2F8	11	19224063	19241620
NAV2	11	19350724	20121598
DBX1	11	20156155	20160613
HTATIP2	11	20363685	20383783
PRMT3	11	20387530	20509294
SLC6A5	11	20599400	20659285
NELL1	11	20669551	21575681
ANO5	11	22193176	22283357
SLC17A6	11	22338097	22379503
FANCF	11	22622519	22626787
GAS2	11	22625642	22813055
SVIP	11	22813799	22830299
CCDC179	11	22846931	22860426
LUZP2	11	24496970	25082631
ANO3	11	26309599	26663288
MUC15	11	26559033	26572233
SLC5A12	11	26667019	26723427
FIBIN	11	26994184	26996121
BBOX1	11	27040725	27127809
CCDC34	11	27330827	27363868
LGR4	11	27365961	27472775
LIN7C	11	27494576	27506773
BDNF	11	27654893	27722058
KIF18A	11	28020620	28108308
METTL15	11	28108248	28527041
KCNA4	11	30009741	30017023
FSHB	11	30231016	30235261
ARL14EP	11	30323051	30338227
MPPED2	11	30384493	30586872
DCDC1	11	30830369	31369810
DNAJC24	11	31369840	31431849
IMMP1L	11	31432401	31509645
ELP4	11	31509750	31783998
PAX6	11	31784792	31817961
RCN1	11	31812391	32105755
WT1	11	32387775	32435630
EIF3M	11	32583798	32606262
CCDC73	11	32602246	32794658
PRRG4	11	32829943	32858123
QSER1	11	32893178	32993316
DEPDC7	11	33015864	33033582
TCP11L1	11	33039417	33105943
AC131263.1	11	33073925	33074214
CSTF3	11	33077188	33162371
HIPK3	11	33256672	33357023
KIAA1549L	11	33542072	33674102
C11orf91	11	33698261	33700801
CD59	11	33698261	33736445
FBXO3	11	33740939	33774543
LMO2	11	33858576	33892289
CAPRIN1	11	34051683	34101156
NAT10	11	34105602	34147670
ABTB2	11	34150988	34358008
CAT	11	34438925	34472062
ELF5	11	34478793	34513805
EHF	11	34621093	34661057
APIP	11	34853094	34916499
PDHX	11	34915829	35020591
CD44	11	35138870	35232402
SLC1A2	11	35251206	35420063
PAMR1	11	35431823	35530300
FJX1	11	35618419	35620868
TRIM44	11	35662805	35818007
LDLRAD3	11	35943981	36232136
COMMD9	11	36269284	36289449
PRR5L	11	36296288	36465204
TRAF6	11	36487027	36510272
RAG1	11	36510709	36593156
RAG2	11	36575574	36598279
C11orf74	11	36594493	36659290
LRRC4C	11	40114203	41459773
API5	11	43311963	43344529
TTC17	11	43358932	43494933
HSD17B12	11	43556436	43856617
ALKBH3	11	43880811	43920266
C11orf96	11	43925342	43944338
ACCSL	11	44047981	44059977
ACCS	11	44065925	44084222
EXT2	11	44095549	44245429
ALX4	11	44260444	44310166
CD82	11	44564427	44620363
TSPAN18	11	44726465	44932421
TP53I11	11	44885903	44951306
PRDM11	11	45095806	45235124
SYT13	11	45240301	45286319
CHST1	11	45648877	45665622
SLC35C1	11	45804072	45813015
CRY2	11	45847118	45883248
MAPK8IP1	11	45885651	45906465
C11orf94	11	45906513	45907282
PEX16	11	45909669	45918812
GYLTL1B	11	45921621	45929096
PHF21A	11	45929323	46121178
CREB3L1	11	46277661	46321422
DGKZ	11	46332905	46380554
MDK	11	46380756	46383837
CHRM4	11	46385098	46386608
AMBRA1	11	46396414	46594125
HARBI1	11	46602861	46617909
ATG13	11	46617527	46674818
ARHGAP1	11	46677080	46700615
ZNF408	11	46700818	46705912
F2	11	46719180	46739506
CKAP5	11	46743048	46846308
LRP4	11	46856868	46918642
C11orf49	11	46936689	47164385
ARFGAP2	11	47164299	47177125
PACSIN3	11	47177525	47186443
DDB2	11	47214465	47239240
ACP2	11	47239302	47248906
NR1H3	11	47248300	47269032
MADD	11	47269161	47330031
MYBPC3	11	47331397	47352702
SPI1	11	47354860	47378576
SLC39A13	11	47407132	47416501
PSMC3	11	47418769	47426473
RAPSN	11	47437757	47449178
CELF1	11	47465944	47565569
NDUFS3	11	47565336	47584562
PTPMT1	11	47565430	47573461
KBTBD4	11	47572197	47579015
FAM180B	11	47586693	47589194
C1QTNF4	11	47589664	47594659
MTCH2	11	47617315	47642623
AGBL2	11	47659591	47715389
FNBP4	11	47716517	47767443
NUP160	11	47778087	47848555
PTPRJ	11	47980558	48170841
OR4B1	11	48216792	48217762
OR4X2	11	48245104	48246015
OR4X1	11	48263861	48264778
OR4S1	11	48306223	48307152
OR4C3	11	48324920	48328471
OR4C5	11	48365485	48366465
OR4A47	11	48488717	48489780
TRIM49B	11	49027501	49038451
TRIM64C	11	49053714	49059112
FOLH1	11	49146635	49208670
OR4C13	11	49952391	49953419
OR4C12	11	49981473	49982535
OR4C46	11	54603069	54603998
OR4A5	11	54706885	54707832
TRIM48	11	55262182	55271119
OR4A16	11	55343201	55344187
OR4A15	11	55367884	55368918
OR4C15	11	55554307	55555419
OR4C16	11	55572128	55573060
OR4C11	11	55603354	55604398
OR4P4	11	55638358	55639296
OR4S2	11	55650904	55651839
OR4C6	11	55665167	55666096
OR5D13	11	55773438	55774382
OR5D14	11	55795556	55796500
OR5L1	11	55811467	55812402
OR5D18	11	55819630	55820571
OR5L2	11	55827219	55828154
OR5D16	11	55838752	55839738
TRIM51	11	55883297	55891810
OR5W2	11	55913650	55914582
OR5I1	11	55935456	55936400
OR10AG1	11	55967558	55968463
OR5F1	11	55993681	55994625
OR5AS1	11	56030419	56031393
OR8I2	11	56093308	56094240
OR8H2	11	56105018	56106055
OR8H3	11	56122373	56123311
OR8J3	11	56136771	56137718
OR8K5	11	56159394	56160317
OR5J2	11	56176618	56177556
OR5T2	11	56232106	56233185
OR5T3	11	56252200	56253222
OR5T1	11	56275639	56276619
OR8H1	11	56290053	56291090
OR8K3	11	56318307	56319245
OR8K1	11	56346039	56346998
OR8J1	11	56360215	56361288
OR8U1	11	56375624	56376553
OR5R1	11	56417258	56418232
OR5M9	11	56462469	56463401
OR5M3	11	56469574	56470497
OR5M8	11	56490435	56491370
OR5M11	11	56542340	56543257
OR5M10	11	56576774	56577721
OR5M1	11	56612555	56613502
OR5AP2	11	56641466	56642471
OR5AR1	11	56663686	56664618
OR9G1	11	56700388	56701305
OR9G4	11	56742827	56743811
OR5AK2	11	56988872	56989867
LRRC55	11	57181747	57191717
APLNR	11	57233577	57237314
TNKS1BP1	11	57299638	57324952
SSRP1	11	57325985	57335877
P2RX3	11	57338374	57370600
PRG3	11	57376769	57381150
PRG2	11	57386794	57390657
RP11-872D17.8	11	57387365	57424059
SLC43A3	11	57406954	57427580
RTN4RL2	11	57460549	57477534
SLC43A1	11	57484534	57515786
TIMM10	11	57528463	57530803
SMTNL1	11	57542641	57550274
UBE2L6	11	57551656	57568284
SERPING1	11	57597387	57614853
YPEL4	11	57645087	57649944
CLP1	11	57648992	57661868
ZDHHC5	11	57667747	57701187
MED19	11	57703714	57712221
TMX2	11	57712600	57740973
TMX2-CTNND1	11	57712605	57791586
C11orf31	11	57741250	57743554
RP11-691N7.6	11	57742163	57793243
BTBD18	11	57743514	57751781
CTNND1	11	57753243	57819546
OR9Q1	11	58023881	58181616
OR6Q1	11	58030953	58031906
OR9I1	11	58118500	58119444
OR9Q2	11	58190434	58191518
OR1S2	11	58203202	58204181
OR1S1	11	58214745	58215722
OR10Q1	11	58227882	58228918
OR10W1	11	58266792	58268260
OR5B17	11	58358124	58359069
OR5B3	11	58402464	58403409
OR5B2	11	58422265	58423313
OR5B12	11	58439120	58440173
OR5B21	11	58507175	58508105
LPXN	11	58526871	58578220
ZFP91	11	58579111	58621042
ZFP91-CNTF	11	58579172	58624639
CNTF	11	58622673	58625733
GLYAT	11	58640426	58731974
GLYATL2	11	58834065	58904215
GLYATL1	11	58905398	59043527
GLYATL1P3	11	59086307	59094786
FAM111B	11	59107185	59127410
FAM111A	11	59142748	59155039
DTX4	11	59171430	59208587
MPEG1	11	59208510	59212951
OR5AN1	11	59364412	59365448
OR5A2	11	59421943	59422976
OR5A1	11	59443144	59444194
OR4D6	11	59456938	59457991
OR4D10	11	59477373	59478396
OR4D11	11	59503576	59504511
OR4D9	11	59514913	59515857
OSBP	11	59574398	59616144
PATL1	11	59636716	59668980
OR10V1	11	59712823	59713864
STX3	11	59713456	59805882
MRPL16	11	59806135	59810872
GIF	11	59829268	59845501
TCN1	11	59852800	59866575
OOSP2	11	60040275	60048044
MS4A3	11	60056587	60071128
MS4A2	11	60088261	60098466
MS4A6A	11	60172014	60184666
MS4A4E	11	60201253	60243088
MS4A4A	11	60280541	60308972
MS4A6E	11	60334831	60396596
MS4A7	11	60378482	60395951
MS4A14	11	60378530	60417756
MS4A5	11	60429589	60455214
MS4A1	11	60455752	60470760
MS4A12	11	60492778	60507430
MS4A13	11	60515413	60542721
MS4A8	11	60699574	60715811
MS4A18	11	60729304	60744212
MS4A15	11	60756953	60776732
MS4A10	11	60785348	60801305
CCDC86	11	60842071	60851081
PTGDR2	11	60850940	60855971
ZP1	11	60867562	60875693
PRPF19	11	60890730	60906588
TMEM109	11	60913874	60923443
TMEM132A	11	60924463	60937159
SLC15A3	11	60937083	60952530
CD6	11	60971680	61020377
CD5	11	61102395	61127852
VPS37C	11	61130256	61161617
PGA3	11	61203307	61213098
PGA4	11	61222216	61231927
PGA5	11	61241042	61251448
VWCE	11	61258286	61295424
DDB1	11	61299451	61342596
TKFC	11	61333210	61353295
CYB561A3	11	61348745	61362299
TMEM138	11	61362001	61369509
TMEM216	11	61391687	61398863
CPSF7	11	61402641	61430031
RP11-286N22.8	11	61429220	61485822
SDHAF2	11	61430042	61447529
PPP1R32	11	61481120	61490931
LRRC10B	11	61508800	61511018
SYT7	11	61515313	61581148
DAGLA	11	61680433	61747001
MYRF	11	61752642	61788518
TMEM258	11	61768501	61792802
FEN1	11	61792637	61797244
FADS2	11	61792980	61867354
FADS1	11	61799625	61829318
FADS3	11	61873519	61892051
RAB3IL1	11	61897301	61920269
BEST1	11	61949821	61965515
FTH1	11	61959718	61967660
INCENP	11	62123973	62153163
SCGB1D1	11	62190216	62193539
SCGB2A1	11	62208668	62213939
SCGB1D2	11	62242210	62244808
SCGB2A2	11	62270155	62273156
SCGB1D4	11	62296277	62299064
ASRGL1	11	62337448	62393412
SCGB1A1	11	62405103	62423195
AHNAK	11	62433542	62556235
EEF1G	11	62559601	62574086
RP11-864I4.1	11	62559603	62591531
TUT1	11	62575045	62592177
MTA2	11	62593214	62601840
EML3	11	62602218	62612765
ROM1	11	62611722	62615120
B3GAT3	11	62615296	62622175
GANAB	11	62624826	62646726
INTS5	11	62646848	62653302
RP11-831H9.11	11	62649694	62665178
C11orf98	11	62662816	62665217
LBHD1	11	62662817	62672255
METTL12	11	62665309	62668496
UQCC3	11	62670273	62673687
UBXN1	11	62676498	62679117
LRRN4CL	11	62686402	62689899
BSCL2	11	62690275	62709845
HNRNPUL2-BSCL2	11	62690275	62727384
GNG3	11	62707658	62709201
HNRNPUL2	11	62712630	62727349
TTC9C	11	62728069	62740293
ZBTB3	11	62748319	62754188
POLR2G	11	62761544	62766710
TAF6L	11	62771303	62787342
TMEM223	11	62771629	62792021
TMEM179B	11	62787415	62790405
NXF1	11	62792123	62806302
STX5	11	62806897	62832088
WDR74	11	62832342	62841809
SLC3A2	11	62856102	62888875
CHRM1	11	62908679	62921807
SLC22A6	11	62936385	62984983
SLC22A8	11	62989154	63015839
SLC22A24	11	63079940	63144221
SLC22A10	11	63137867	63369718
SLC22A25	11	63163776	63229652
SLC22A9	11	63369789	63410294
HRASLS5	11	63461404	63491194
LGALS12	11	63506084	63516774
RARRES3	11	63536809	63546462
HRASLS2	11	63552770	63563383
PLA2G16	11	63573195	63616883
ATL3	11	63624087	63671921
RTN3	11	63681446	63759891
C11orf95	11	63759892	63768775
C11orf84	11	63813388	63827718
MARK2	11	63838928	63911019
RCOR2	11	63911221	63916844
NAA40	11	63938959	63957328
COX8A	11	63974607	63976543
AP000721.4	11	63974620	63988346
OTUB1	11	63985853	64001811
MACROD1	11	63998558	64166106
FLRT1	11	64103188	64119173
STIP1	11	64185272	64204543
FERMT3	11	64206678	64223886
TRPT1	11	64223799	64226254
NUDT22	11	64225941	64230686
DNAJC4	11	64230278	64234286
VEGFB	11	64234538	64238793
FKBP2	11	64241003	64244132
PPP1R14B	11	64244480	64246941
PLCB3	11	64251523	64269150
BAD	11	64269830	64284704
GPR137	11	64270062	64289500
KCNK4	11	64291302	64300031
TEX40	11	64300446	64304770
ESRRA	11	64305572	64316743
TRMT112	11	64316460	64318084
PRDX5	11	64318088	64321811
CCDC88B	11	64340223	64357534
RPS6KA4	11	64359148	64372215
SLC22A11	11	64555626	64572875
SLC22A12	11	64590641	64602353
NRXN2	11	64606174	64723188
RASGRP2	11	64726911	64745456
PYGM	11	64746389	64760297
SF1	11	64764606	64778786
MAP4K2	11	64784914	64803241
MEN1	11	64803510	64811294
CDC42BPG	11	64823387	64844569
EHD1	11	64851642	64888296
ATG2A	11	64894546	64917248
PPP2R5B	11	64917553	64934473
GPHA2	11	64934471	64935888
C11orf85	11	64937517	64972085
BATF2	11	64987943	64997045
ARL2	11	65014113	65022184
ARL2-SNX15	11	65014182	65040570
SNX15	11	65027408	65040572
SAC3D1	11	65040901	65044828
NAALADL1	11	65044818	65058549
CDCA5	11	65066300	65084164
ZFPL1	11	65084223	65088400
TMEM262	11	65084979	65089375
VPS51	11	65089324	65111860
TM7SF2	11	65111845	65116384
ZNHIT2	11	65116403	65117708
FAU	11	65120628	65122473
SYVN1	11	65121780	65134533
MRPL49	11	65122183	65127371
SPDYC	11	65170154	65173244
CAPN1	11	65180566	65212006
POLA2	11	65261762	65305589
CDC42EP2	11	65314818	65322429
DPF2	11	65333754	65353249
TIGD3	11	65354767	65357613
SLC25A45	11	65375192	65383701
FRMD8	11	65386599	65413525
AP000769.1	11	65502034	65503622
SCYL1	11	65525077	65538704
LTBP3	11	65538560	65558930
SSSCA1	11	65570430	65573942
FAM89B	11	65572349	65574198
EHBP1L1	11	65576038	65592650
SIPA1	11	65585395	65650930
KCNK7	11	65592855	65595996
MAP3K11	11	65597755	65615382
PCNXL3	11	65615773	65637439
RELA	11	65653596	65663094
KAT5	11	65711996	65719604
RNASEH2C	11	65714896	65720947
AP5B1	11	65775893	65780802
OVOL1	11	65787022	65797219
CFL1	11	65823022	65862026
SNX32	11	65833641	65856896
MUS81	11	65857126	65867653
EFEMP2	11	65866441	65873592
CTSW	11	65879809	65883741
FIBP	11	65883741	65888539
CCDC85B	11	65890112	65891635
FOSL1	11	65892049	65900573
C11orf68	11	65916808	65919117
DRAP1	11	65919257	65921561
TSGA10IP	11	65945445	65959963
SART1	11	65961689	65979828
EIF1AD	11	65996545	66002176
BANF1	11	66002079	66004149
CST6	11	66011841	66013505
CATSPER1	11	66016752	66026517
GAL3ST3	11	66041952	66049180
SF3B2	11	66050729	66069308
PACS1	11	66070363	66244747
KLC2	11	66257294	66267860
RAB1B	11	66268533	66277492
CNIH2	11	66278190	66285301
YIF1A	11	66284580	66289170
TMEM151A	11	66291870	66296664
CD248	11	66314487	66317044
RIN1	11	66330242	66336840
BRMS1	11	66337333	66345125
B4GAT1	11	66345372	66347692
SLC29A2	11	66362521	66372214
NPAS4	11	66421004	66426707
MRPL11	11	66435075	66466738
PELI3	11	66466327	66477337
DPP3	11	66480013	66509657
CTD-3074O7.11	11	66509079	66533613
BBS1	11	66510606	66533627
ZDHHC24	11	66520637	66546238
ACTN3	11	66546395	66563329
CTSF	11	66563463	66568841
CCDC87	11	66590176	66593083
CCS	11	66592821	66606019
RBM14	11	66616582	66627347
RBM14-RBM4	11	66616626	66646469
RBM4	11	66638617	66666682
RBM4B	11	66664998	66677921
SPTBN2	11	66685248	66729226
C11orf80	11	66744451	66843328
RCE1	11	66842835	66846546
PC	11	66848233	66958376
LRFN4	11	66856647	66860475
C11orf86	11	66975277	66977004
SYT12	11	67006778	67050863
RHOD	11	67056818	67072013
KDM2A	11	67119269	67258087
ADRBK1	11	67266410	67286556
ANKRD13D	11	67288547	67302485
SSH3	11	67303448	67312607
RAD9A	11	67317871	67398410
POLD4	11	67350777	67356972
AP003419.11	11	67351572	67373584
CLCF1	11	67364168	67374177
PPP1CA	11	67398183	67421183
TBC1D10C	11	67403915	67410089
CARNS1	11	67414968	67425607
RPS6KB2	11	67428460	67435408
CORO1B	11	67435510	67443821
PTPRCAP	11	67435510	67438067
GPR152	11	67451301	67452729
CABP4	11	67452406	67460313
TMEM134	11	67461710	67469272
AIP	11	67483041	67491103
PITPNM1	11	67491768	67506263
CDK2AP2	11	67506497	67508649
